doi_type,doi,title,citation_count
biorxiv_doi,10.1101/2024.06.06.597786,Mapping Somatosensory Afferent Circuitry to Bone Identifies Neurotrophic Signals Required for Fracture Healing,4
published_doi,10.1126/science.adr9608,Mapping Somatosensory Afferent Circuitry to Bone Identifies Neurotrophic Signals Required for Fracture Healing,10
biorxiv_doi,10.1101/2025.03.14.643370,Ontogeny of the spinal cord dorsal horn,3
published_doi,10.1126/science.adx5781,Ontogeny of the spinal cord dorsal horn,2
biorxiv_doi,10.1101/2024.10.17.618976,IDH-mutant gliomas arise from glial progenitor cells harboring the initial driver mutation,1
published_doi,10.1126/science.adt0559,IDH-mutant gliomas arise from glial progenitor cells harboring the initial driver mutation,5
biorxiv_doi,10.1101/2024.09.02.610777,Deep contrastive learning enables genome-wide virtual screening,0
published_doi,10.1126/science.ads9530,Deep contrastive learning enables genome-wide virtual screening,22
biorxiv_doi,10.1101/2025.11.10.687625,Cell Numbers Contribute to Cell Fate During Ciona Cardiopharyngeal Mesoderm Specification,0
published_doi,10.1073/pnas.2530472123,Cell Numbers Contribute to Cell Fate During Ciona Cardiopharyngeal Mesoderm Specification,0
biorxiv_doi,10.1101/2025.07.07.663603,Early life-stage thermal resilience is determined by climate-linked regulatory variation,
published_doi,10.1073/pnas.2518358123,Early life-stage thermal resilience is determined by climate-linked regulatory variation,1
biorxiv_doi,10.1101/2024.02.02.578618,Distinct functional roles of distributed cortical representations for working memory storage,0
published_doi,10.1162/IMAG.a.1115,Distinct functional roles of distributed cortical representations for working memory storage,0
biorxiv_doi,10.1101/2025.04.05.647323,Context modulates brain state dynamics and behavioral responses during narrative comprehension,0
published_doi,10.1162/IMAG.a.1116,Context modulates brain state dynamics and behavioral responses during narrative comprehension,0
biorxiv_doi,10.1101/2025.09.13.671265,Computational Approaches in Chemical Space Exploration for Carbon Fixation Pathways,
published_doi,10.1038/s41540-025-00641-8,Computational Approaches in Chemical Space Exploration for Carbon Fixation Pathways,0
biorxiv_doi,10.1101/2024.09.26.614923,Diverse defense systems synergistically drive the microbe-virus arms race in deep sea cold seeps,
published_doi,10.1038/s41467-025-68174-6,Diverse defense systems synergistically drive the microbe-virus arms race in deep sea cold seeps,1
biorxiv_doi,10.1101/2025.10.03.680351,Pharmacological Tools to Modulate Ordered Membrane Domains and Order-Dependent Protein Function,0
published_doi,10.1038/s42004-025-01874-8,Pharmacological Tools to Modulate Ordered Membrane Domains and Order-Dependent Protein Function,0
biorxiv_doi,10.1101/2025.07.10.664193,Inactivation of NMDAR and CaMKII signaling within the prelimbic cortex blocks incubated cocaine- and sucrose-craving,0
published_doi,10.1038/s41386-025-02310-0,Inactivation of NMDAR and CaMKII signaling within the prelimbic cortex blocks incubated cocaine- and sucrose-craving,
biorxiv_doi,10.1101/2025.08.01.667674,Consequences of benzalkonium chloride tolerance for selection dynamics and de novo resistance evolution driven by antibiotics,
published_doi,10.1038/s44259-025-00170-8,Consequences of benzalkonium chloride tolerance for selection dynamics and de novo resistance evolution driven by antibiotics,0
biorxiv_doi,10.1101/2024.10.11.617791,Freely foraging macaques value information in ambiguous terrains,
published_doi,10.1038/s41598-025-32879-x,Freely foraging macaques value information in ambiguous terrains,1
biorxiv_doi,10.1101/2025.08.04.668590,Primary cortical neurons form calcium-phosphate sheets with a bone-precursor-like ultrastructure,1
published_doi,10.1186/s13041-025-01272-0,Primary cortical neurons form calcium-phosphate sheets with a bone-precursor-like ultrastructure,1
biorxiv_doi,10.1101/2025.06.25.661207,EC-Bench: A Benchmark for Enzyme Commission NumberPrediction,1
published_doi,10.1093/bioadv/vbag004,EC-Bench: A Benchmark for Enzyme Commission NumberPrediction,
biorxiv_doi,10.1101/2025.09.01.673518,SoxB1-Mediated Chromatin Remodeling Promotes Sensory Neuron Differentiation in Planarians,0
published_doi,10.1093/genetics/iyag002,SoxB1-Mediated Chromatin Remodeling Promotes Sensory Neuron Differentiation in Planarians,0
biorxiv_doi,10.1101/2025.11.25.690575,Differential functions of multiple Wnts and receptors in cell polarity regulation in 	C. elegans,0
published_doi,10.1093/genetics/iyag004,Differential functions of multiple Wnts and receptors in cell polarity regulation in 	C. elegans,0
biorxiv_doi,10.1101/2025.01.13.632248,Reduced Dietary Protein Induces Changes in the Dental Proteome,0
published_doi,10.1002/jezb.70004,Reduced Dietary Protein Induces Changes in the Dental Proteome,0
biorxiv_doi,10.1101/2024.09.27.615364,Encoding of movement primitives and body posture through distributed proprioception in walking and climbing insects,
published_doi,10.1007/s00422-025-01029-x,Encoding of movement primitives and body posture through distributed proprioception in walking and climbing insects,2
biorxiv_doi,10.1101/2025.01.27.635038,MUSICiAn: Genome-wide Identification of Genes Involved in DNA Repair via Control-Free Mutational Spectra Analysis,1
published_doi,10.1093/nargab/lqaf202,MUSICiAn: Genome-wide Identification of Genes Involved in DNA Repair via Control-Free Mutational Spectra Analysis,0
biorxiv_doi,10.1101/2024.08.09.607358,The Performance and Potential of Deep Learning for Predicting Species Distributions,5
published_doi,10.1111/geb.70184,The Performance and Potential of Deep Learning for Predicting Species Distributions,
biorxiv_doi,10.1101/2025.04.17.649325,M-ECG: Extracting Heart Signals with a Novel Computational Analysis of Magnetoencephalography Data,
published_doi,10.3389/fnimg.2025.1675960,M-ECG: Extracting Heart Signals with a Novel Computational Analysis of Magnetoencephalography Data,0
biorxiv_doi,10.1101/2025.06.11.659048,CCorGsDB: A Database for Clock Correlated Genes in the Mouse and Human Central Nervous Systems,
published_doi,10.1038/s44323-025-00064-y,CCorGsDB: A Database for Clock Correlated Genes in the Mouse and Human Central Nervous Systems,0
biorxiv_doi,10.1101/2025.08.15.670500,Shipped and shifted: modeling collection-induced bias in microbiome multi-omics using a tractable fermentation system,
published_doi,10.1038/s41522-025-00909-1,Shipped and shifted: modeling collection-induced bias in microbiome multi-omics using a tractable fermentation system,1
biorxiv_doi,10.1101/2025.11.21.689680,X-Ray contrast-adjustable 3D printing for multimodal fusion of microCT and histology,0
published_doi,10.3389/fmedt.2025.1702201,X-Ray contrast-adjustable 3D printing for multimodal fusion of microCT and histology,
biorxiv_doi,10.1101/2025.06.12.659397,"Metagenomic enables the first detection of Trypanosoma sp. in Streblidae (Diptera: Hippoboscoidea) parasitizing bats in Sao Paulo, Brazil.",0
published_doi,10.3389/fsysb.2025.1721019,"Metagenomic enables the first detection of Trypanosoma sp. in Streblidae (Diptera: Hippoboscoidea) parasitizing bats in Sao Paulo, Brazil.",0
biorxiv_doi,10.1101/2025.11.12.687956,Terminal conjugation enables nanopore sequencing of peptides,0
published_doi,10.1021/jacs.5c18813,Terminal conjugation enables nanopore sequencing of peptides,1
biorxiv_doi,10.1101/2025.08.12.669985,Chromosome-scale genome assembly of Malcolmia littorea using long-read sequencing and single-pollen genotyping technologies,
published_doi,10.1093/dnares/dsag001,Chromosome-scale genome assembly of Malcolmia littorea using long-read sequencing and single-pollen genotyping technologies,0
biorxiv_doi,10.1101/2025.04.10.648149,IbinA and IbinB regulate the Toll pathway-mediated immune response in Drosophila melanogaster,
published_doi,10.1186/s12915-025-02501-7,IbinA and IbinB regulate the Toll pathway-mediated immune response in Drosophila melanogaster,1
biorxiv_doi,10.1101/2024.09.03.610982,Cholinergic signaling differentially regulates song premotor circuits to stabilize songs in songbirds,
published_doi,10.1038/s42003-025-09496-5,Cholinergic signaling differentially regulates song premotor circuits to stabilize songs in songbirds,0
biorxiv_doi,10.1101/2024.12.02.626352,Investigating the potential role of capsaicin in facilitating the spread of coxsackievirus B3 via extracellular vesicles,0
published_doi,10.3390/ijms27020661,Investigating the potential role of capsaicin in facilitating the spread of coxsackievirus B3 via extracellular vesicles,0
biorxiv_doi,10.1101/2025.05.19.655006,Cross-Species Prediction of Histone Modifications in Plants via Deep Learning,
published_doi,10.1186/s13059-025-03929-4,Cross-Species Prediction of Histone Modifications in Plants via Deep Learning,1
biorxiv_doi,10.1101/2024.09.03.611057,BRD4 phosphorylation regulates the structure of chromatin nanodomains,0
published_doi,10.3390/cells15020118,BRD4 phosphorylation regulates the structure of chromatin nanodomains,0
biorxiv_doi,10.1101/2025.08.29.673158,EBF1 regulates sensory establishment in the cochlea by positioning the medial boundary of the prosensory domain and restricting proliferation of the sensory progenitor population,0
published_doi,10.1242/dev.205207,EBF1 regulates sensory establishment in the cochlea by positioning the medial boundary of the prosensory domain and restricting proliferation of the sensory progenitor population,0
biorxiv_doi,10.1101/2025.08.01.668136,Chemical inhibition of SUMOylation activates the FSHD locus,
published_doi,10.1038/s41598-025-33624-0,Chemical inhibition of SUMOylation activates the FSHD locus,1
biorxiv_doi,10.1101/2025.01.16.633379,Transient pH changes drive vacuole formation in enzyme-polymer condensates,2
published_doi,10.1038/s44286-025-00322-7,Transient pH changes drive vacuole formation in enzyme-polymer condensates,1
biorxiv_doi,10.1101/2025.05.06.652311,Dictionary of human intestinal organoid responses to secreted niche factors at single cell resolution,
published_doi,10.1038/s41467-025-68247-6,Dictionary of human intestinal organoid responses to secreted niche factors at single cell resolution,2
biorxiv_doi,10.1101/2025.09.25.678455,Phenomenological model of transthyretin stabilization,
published_doi,10.1038/s41598-026-35000-y,Phenomenological model of transthyretin stabilization,1
biorxiv_doi,10.1101/2025.07.08.660448,Identification of Novel DNA Sequence Motifs that Modulate Transcription in T cells,
published_doi,10.1186/s12864-025-12425-9,Identification of Novel DNA Sequence Motifs that Modulate Transcription in T cells,0
biorxiv_doi,10.1101/2025.09.25.678487,HMGB1 assists in overcoming cisplatin resistance in chemoresistant human ovarian cancer cells,
published_doi,10.1002/mc.70074,HMGB1 assists in overcoming cisplatin resistance in chemoresistant human ovarian cancer cells,0
biorxiv_doi,10.1101/2025.04.16.649162,Distinct Bomanins at the Drosophila 55C locus function in resistance and resilience to infections,
published_doi,10.1038/s44319-025-00559-6,Distinct Bomanins at the Drosophila 55C locus function in resistance and resilience to infections,1
biorxiv_doi,10.1101/2025.09.11.675729,Oogenesis and germinal bed morphology of the brown anole (A. sagrei),0
published_doi,10.1002/dvdy.70112,Oogenesis and germinal bed morphology of the brown anole (A. sagrei),0
biorxiv_doi,10.1101/2024.09.08.611926,genomesizeR: An R package for genome size prediction,1
published_doi,10.21105/joss.08759,genomesizeR: An R package for genome size prediction,
biorxiv_doi,10.1101/2025.04.25.650564,"Pseudomonas virulence factor SaxA detoxifies plant glucosinolate hydrolysis products, rescuing a commensal that suppresses virulence gene expression",
published_doi,10.1093/ismeco/ycag004,"Pseudomonas virulence factor SaxA detoxifies plant glucosinolate hydrolysis products, rescuing a commensal that suppresses virulence gene expression",2
biorxiv_doi,10.1101/2025.08.31.672981,A molecular inventory of the faecal microbiomes of 23 marsupial species,0
published_doi,10.1099/mgen.0.001601,A molecular inventory of the faecal microbiomes of 23 marsupial species,
biorxiv_doi,10.1101/2025.10.21.683696,Variable and conserved features of copy-back viral genome populations generated de novo during Sendai virus infection,
published_doi,10.1128/jvi.01805-25,Variable and conserved features of copy-back viral genome populations generated de novo during Sendai virus infection,1
biorxiv_doi,10.1101/2025.08.01.668053,"SimUrine: A Novel, Fully Defined Artificial Urinary Media for Enhanced Microbiological Research of Urinary Bacteria",0
published_doi,10.1128/aem.01559-25,"SimUrine: A Novel, Fully Defined Artificial Urinary Media for Enhanced Microbiological Research of Urinary Bacteria",0
biorxiv_doi,10.1101/2023.12.01.569683,N-terminal acetylation of the influenza ribonuclease PA-X promotes nuclear localization and host shutoff activity in a multifaceted manner,2
published_doi,10.1128/jvi.01999-25,N-terminal acetylation of the influenza ribonuclease PA-X promotes nuclear localization and host shutoff activity in a multifaceted manner,1
biorxiv_doi,10.1101/2025.04.23.650164,K5 polysaccharides inhibit SARS-CoV-2 infection by preventing spike-proteolytic priming,
published_doi,10.1038/s44298-025-00163-4,K5 polysaccharides inhibit SARS-CoV-2 infection by preventing spike-proteolytic priming,0
biorxiv_doi,10.1101/2025.01.24.634652,Affinity-guided labeling reveals P2X7 nanoscale membrane redistribution during microglial activation,0
published_doi,10.7554/eLife.106096.3,Affinity-guided labeling reveals P2X7 nanoscale membrane redistribution during microglial activation,
biorxiv_doi,10.1101/2023.04.18.537072,The interplay between molecular assembly and phase separation,7
published_doi,10.7554/eLife.93003,The interplay between molecular assembly and phase separation,
biorxiv_doi,10.1101/2025.07.23.666348,Two classes of amine/glutamate multi-transmitter neurons innervate Drosophila internal male reproductive organs,0
published_doi,10.7554/eLife.108225,Two classes of amine/glutamate multi-transmitter neurons innervate Drosophila internal male reproductive organs,0
biorxiv_doi,10.1101/2025.10.01.679843,Development of antibody-drug conjugates targeting L1CAM to treat metastatic cancer,0
published_doi,10.1158/1535-7163.MCT-25-1184,Development of antibody-drug conjugates targeting L1CAM to treat metastatic cancer,0
biorxiv_doi,10.1101/2025.07.28.667187,"SIMPLICITY: an agent-based, multi-scale mathematical model to study SARS-CoV-2 intra- and between-host evolution.",0
published_doi,10.1038/s42003-025-09403-y,"SIMPLICITY: an agent-based, multi-scale mathematical model to study SARS-CoV-2 intra- and between-host evolution.",0
biorxiv_doi,10.1101/2025.11.04.686644,Deep Learning for RNA Secondary Structure Determination: Gauging Generalizability and Broadening the Scope of Traditional Methods,0
published_doi,10.1261/rna.080846.125,Deep Learning for RNA Secondary Structure Determination: Gauging Generalizability and Broadening the Scope of Traditional Methods,1
biorxiv_doi,10.1101/2025.09.23.678096,Clodronate liposomes untangle the role of hemocytes in Apis mellifera response to temperature variation and microbial infection,0
published_doi,10.1159/000550255,Clodronate liposomes untangle the role of hemocytes in Apis mellifera response to temperature variation and microbial infection,0
biorxiv_doi,10.1101/2025.03.25.645221,A SET domain-containing protein and HCF-1 maintain transgenerational epigenetic memory,
published_doi,10.1038/s41467-025-68200-7,A SET domain-containing protein and HCF-1 maintain transgenerational epigenetic memory,3
biorxiv_doi,10.1101/2024.09.12.612702,Capturing sclera anisotropy using direct collagen fiber models. Linking microstructure to macroscopic mechanical properties.,0
published_doi,10.1007/s10237-025-02022-w,Capturing sclera anisotropy using direct collagen fiber models. Linking microstructure to macroscopic mechanical properties.,0
biorxiv_doi,10.1101/2025.09.25.678659,"Mosquito seasonality and trap type evaluation using routine surveillance data from New Orleans, Louisiana, United States",
published_doi,10.1371/journal.pone.0334208,"Mosquito seasonality and trap type evaluation using routine surveillance data from New Orleans, Louisiana, United States",1
biorxiv_doi,10.1101/2024.10.28.620410,LIMPACATï¼šMulti-Omics Attention Transformer for Immune Prediction in Liver Cancer Using Whole-Slide Imaging,0
published_doi,10.1371/journal.pone.0339667,LIMPACATï¼šMulti-Omics Attention Transformer for Immune Prediction in Liver Cancer Using Whole-Slide Imaging,0
biorxiv_doi,10.1101/2025.05.06.652517,Multimodal Bonds Reconstruction Towards Generative Molecular Design,3
published_doi,10.1021/acs.jcim.5c03052,Multimodal Bonds Reconstruction Towards Generative Molecular Design,1
biorxiv_doi,10.1101/2025.06.03.657329,Statin-dye conjugates for selective targeting of KRAS mutant cancer cells,0
published_doi,10.1371/journal.pone.0340189,Statin-dye conjugates for selective targeting of KRAS mutant cancer cells,0
biorxiv_doi,10.1101/2025.07.07.663569,Contributions from Long-Term Memory Explain Superior Visual Working Memory Performance with Meaningful Objects,1
published_doi,10.1523/JNEUROSCI.1660-25.2025,Contributions from Long-Term Memory Explain Superior Visual Working Memory Performance with Meaningful Objects,1
biorxiv_doi,10.1101/2025.07.23.666354,Sensory sharpening and semantic prediction errors unify competing models of predictive processing in communication,2
published_doi,10.1371/journal.pbio.3003588,Sensory sharpening and semantic prediction errors unify competing models of predictive processing in communication,
biorxiv_doi,10.1101/2025.09.06.674649,Origin of Class B J-domain proteins involved in amyloid transactions,2
published_doi,10.1073/pnas.2522403123,Origin of Class B J-domain proteins involved in amyloid transactions,
biorxiv_doi,10.1101/2024.03.27.586865,ACSS2 upregulation enhances neuronal resilience to aging and tau-associated neurodegeneration,2
published_doi,10.1073/pnas.2503834122,ACSS2 upregulation enhances neuronal resilience to aging and tau-associated neurodegeneration,1
biorxiv_doi,10.1101/2025.05.16.654520,Mutation rate variability in viral populations: implications for lethal mutagenesis,0
published_doi,10.1073/pnas.2523734123,Mutation rate variability in viral populations: implications for lethal mutagenesis,
biorxiv_doi,10.1101/2025.06.10.657742,Biological causes and impacts of rugged tree landscapes in phylodynamic inference,5
published_doi,10.1073/pnas.2510938123,Biological causes and impacts of rugged tree landscapes in phylodynamic inference,1
biorxiv_doi,10.1101/2025.08.27.672550,"Low risk of transmission of prototype and newly emerged Oropouche virus strains by European Culex pipiens, Aedes albopictus, and Anopheles atroparvus mosquitoes",1
published_doi,10.1371/journal.pntd.0013879,"Low risk of transmission of prototype and newly emerged Oropouche virus strains by European Culex pipiens, Aedes albopictus, and Anopheles atroparvus mosquitoes",
biorxiv_doi,10.1101/2025.06.24.661287,Molecular Basis and Cellular Effects of Janus-Class-Driven Cytoplasmic PYK2 Coacervates,
published_doi,10.1038/s42003-025-09463-0,Molecular Basis and Cellular Effects of Janus-Class-Driven Cytoplasmic PYK2 Coacervates,0
biorxiv_doi,10.1101/2023.10.13.562297,TEPEAK : A novel method for identifying and characterizing polymorphic transposable elements in non-model species populations,
published_doi,10.1371/journal.pcbi.1013122,TEPEAK : A novel method for identifying and characterizing polymorphic transposable elements in non-model species populations,1
biorxiv_doi,10.1101/2024.09.13.612990,Molecular computation at equilibrium via programmable entropy,4
published_doi,10.1126/sciadv.adx3969,Molecular computation at equilibrium via programmable entropy,
biorxiv_doi,10.1101/2025.03.23.644588,In vivo reconstruction of Duvernoy's postmortem vasculature images,3
published_doi,10.1126/sciadv.aea4540,In vivo reconstruction of Duvernoy's postmortem vasculature images,2
biorxiv_doi,10.1101/2025.05.06.652397,Repeated restraint stress-induced increase in post-surgical somatosensory hypersensitivity and affective responding is mediated by Î²-adrenergic receptor activation and spinal NLRP3-IL1Î² signalling in male rats,0
published_doi,10.1038/s41386-025-02305-x,Repeated restraint stress-induced increase in post-surgical somatosensory hypersensitivity and affective responding is mediated by Î²-adrenergic receptor activation and spinal NLRP3-IL1Î² signalling in male rats,
biorxiv_doi,10.1101/2025.03.26.645428,COMIC: Explainable Drug Repurposing via Contrastive Masking for Interpretable Connections,
published_doi,10.1186/s12859-025-06337-4,COMIC: Explainable Drug Repurposing via Contrastive Masking for Interpretable Connections,0
biorxiv_doi,10.1101/2025.09.18.677196,Knockdown of the fly spliceosome component Rbp1(orthologue of SRSF1) extends lifespan,0
published_doi,10.1007/s11357-025-02079-6,Knockdown of the fly spliceosome component Rbp1(orthologue of SRSF1) extends lifespan,
biorxiv_doi,10.1101/2025.02.28.640818,sedimix: A workflow for the analysis of hominin nuclear DNA sequences from sediments,1
published_doi,10.1093/bioinformatics/btag004,sedimix: A workflow for the analysis of hominin nuclear DNA sequences from sediments,0
biorxiv_doi,10.1101/2025.09.17.676819,"Characterisation of the Tilapia Lake Virus proteome and identification of an 11th protein, S9-F3",0
published_doi,10.1038/s44298-025-00167-0,"Characterisation of the Tilapia Lake Virus proteome and identification of an 11th protein, S9-F3",0
biorxiv_doi,10.1101/2025.09.30.679456,Menstrual cycle phase alters corticospinal excitability and spike-timing-dependent plasticity in healthy females,2
published_doi,10.1152/jn.00498.2025,Menstrual cycle phase alters corticospinal excitability and spike-timing-dependent plasticity in healthy females,
biorxiv_doi,10.1101/2024.06.21.600110,EPITHELIAL REMODELING AND MICROBIAL DYSBIOSIS IN THE LOWER RESPIRATORY TRACT OF VITAMIN A-DEFICIENT MOUSE LUNGS,1
published_doi,10.1038/s41598-025-34926-z,EPITHELIAL REMODELING AND MICROBIAL DYSBIOSIS IN THE LOWER RESPIRATORY TRACT OF VITAMIN A-DEFICIENT MOUSE LUNGS,0
biorxiv_doi,10.1101/2024.11.20.624451,Rho GTPases signaling mediates aggressiveness and differentiation in neuroblastoma tumors,
published_doi,10.1186/s12964-025-02649-3,Rho GTPases signaling mediates aggressiveness and differentiation in neuroblastoma tumors,0
biorxiv_doi,10.1101/2025.06.16.659898,Bacteriophage-Mimetic DNA Origami Needle for Targeted Membrane Penetration and Cytosolic Cargo Delivery,0
published_doi,10.1002/advs.202512844,Bacteriophage-Mimetic DNA Origami Needle for Targeted Membrane Penetration and Cytosolic Cargo Delivery,2
biorxiv_doi,10.1101/2025.08.05.668606,CRK2 modulates flowering in Arabidopsis together with GLYCINE-RICH RNA BINDING PROTEIN 7 (GRP7),
published_doi,10.1111/nph.70901,CRK2 modulates flowering in Arabidopsis together with GLYCINE-RICH RNA BINDING PROTEIN 7 (GRP7),1
biorxiv_doi,10.1101/2023.09.05.556329,RGG-motif protein Scd6 affects oxidative stress response by regulating Cytosolic caTalase T1 (Ctt1),
published_doi,10.1080/15476286.2026.2613892,RGG-motif protein Scd6 affects oxidative stress response by regulating Cytosolic caTalase T1 (Ctt1),0
biorxiv_doi,10.1101/2025.11.28.691165,Kazal-type serine protease inhibitors from Arabidopsis thaliana and Toxoplasma gondii exhibit antimicrobial activity against plant pathogens,
published_doi,10.1038/s41598-025-34654-4,Kazal-type serine protease inhibitors from Arabidopsis thaliana and Toxoplasma gondii exhibit antimicrobial activity against plant pathogens,0
biorxiv_doi,10.1101/2025.02.04.635765,Developmental Variations in Recurrent Spatiotemporal Brain Propagations from Childhood to Adulthood,0
published_doi,10.1038/s41467-025-67754-w,Developmental Variations in Recurrent Spatiotemporal Brain Propagations from Childhood to Adulthood,0
biorxiv_doi,10.1101/2025.04.11.648246,Seasonal brain regeneration and chromosome instability are linked to selection on DNA repair in Sorex araneus,2
published_doi,10.1093/molbev/msag006,Seasonal brain regeneration and chromosome instability are linked to selection on DNA repair in Sorex araneus,1
biorxiv_doi,10.1101/2024.08.22.609246,Correlated evolutionary rates reveal novel components and cross-compartment connectivity in plant proteostasis systems,
published_doi,10.1093/gbe/evag007,Correlated evolutionary rates reveal novel components and cross-compartment connectivity in plant proteostasis systems,1
biorxiv_doi,10.1101/2025.04.02.646756,Phycocyanobilin biosynthesis in Galdieria sulphuraria requires isomerization of phycoerythrobilin synthesized by bilin reductases,0
published_doi,10.1111/febs.70391,Phycocyanobilin biosynthesis in Galdieria sulphuraria requires isomerization of phycoerythrobilin synthesized by bilin reductases,0
biorxiv_doi,10.1101/2025.05.08.652936,Proteomic and lipidomic profiling of immune cell-derived subpopulations of extracellular vesicles,0
published_doi,10.1002/pmic.70096,Proteomic and lipidomic profiling of immune cell-derived subpopulations of extracellular vesicles,0
biorxiv_doi,10.1101/2025.05.28.656716,A Minimal Physiological Model of Perceptual Suppression and Breakthrough in Visual Rivalry,
published_doi,10.1167/jov.26.1.7,A Minimal Physiological Model of Perceptual Suppression and Breakthrough in Visual Rivalry,2
biorxiv_doi,10.1101/2024.12.06.627090,Single-cell analysis reveals multi-faceted features of B cell development together with age-associated B cell subpopulations,0
published_doi,10.1038/s42003-026-09515-z,Single-cell analysis reveals multi-faceted features of B cell development together with age-associated B cell subpopulations,0
biorxiv_doi,10.1101/2025.09.25.678503,Development and characterisation of pNarsenic: a naringenin-inducible biosensor for arsenic in Escherichia coli,0
published_doi,10.1093/synbio/ysag001,Development and characterisation of pNarsenic: a naringenin-inducible biosensor for arsenic in Escherichia coli,
biorxiv_doi,10.1101/2024.06.14.599120,Rad51 determines pathway usage in post-replication repair,2
published_doi,10.1038/s41467-025-68109-1,Rad51 determines pathway usage in post-replication repair,2
biorxiv_doi,10.1101/2024.09.10.612337,EPOP Restricts PRC2.1 Targeting to Chromatin by Directly Modulating Enzyme Complex Dimerization,2
published_doi,10.1038/s41467-025-68280-5,EPOP Restricts PRC2.1 Targeting to Chromatin by Directly Modulating Enzyme Complex Dimerization,0
biorxiv_doi,10.1101/2025.04.07.647511,Altered Neural Processing in Middle Frontal Gyrus and Cerebellum During Temporal Recalibration of Action-Outcome Predictions in Schizophrenia Spectrum Disorders,
published_doi,10.1038/s41537-025-00721-y,Altered Neural Processing in Middle Frontal Gyrus and Cerebellum During Temporal Recalibration of Action-Outcome Predictions in Schizophrenia Spectrum Disorders,0
biorxiv_doi,10.1101/2025.09.08.674825,A transcriptional map of human tonsil architecture:beyond the sum of (single cell) parts,
published_doi,10.1002/eji.70121,A transcriptional map of human tonsil architecture:beyond the sum of (single cell) parts,0
biorxiv_doi,10.1101/2024.12.23.630084,Critical Scaling of Novelty in the Cortex,0
published_doi,10.1038/s41467-025-68277-0,Critical Scaling of Novelty in the Cortex,1
biorxiv_doi,10.1101/2025.04.04.647179,Single-cell SNP-DNA sequencing precisely maps genotoxic events in CRISPR-edited primary cells,0
published_doi,10.1038/s41467-025-68177-3,Single-cell SNP-DNA sequencing precisely maps genotoxic events in CRISPR-edited primary cells,1
biorxiv_doi,10.1101/2025.04.08.647715,Bridging data gaps: predicting inadequate micronutrient intake with machine learning,
published_doi,10.1038/s41598-025-26179-7,Bridging data gaps: predicting inadequate micronutrient intake with machine learning,0
biorxiv_doi,10.1101/2025.11.12.687812,Mycophenolate mofetil reduces the branching of microglial processes,
published_doi,10.1186/s13041-025-01271-1,Mycophenolate mofetil reduces the branching of microglial processes,0
biorxiv_doi,10.1101/2025.04.21.649774,Profiling the secretome: maternal obesity impacts redox and adipogenix signaling molecules during neonatal mesenchymal stem cells' adipogenesis,1
published_doi,10.1093/stmcls/sxag001,Profiling the secretome: maternal obesity impacts redox and adipogenix signaling molecules during neonatal mesenchymal stem cells' adipogenesis,0
biorxiv_doi,10.1101/2025.09.08.675005,Empirical optimization of dual-sgRNA design for in vivo CRISPR/Cas9-mediated exon deletion in mice,0
published_doi,10.1016/j.csbj.2026.01.002,Empirical optimization of dual-sgRNA design for in vivo CRISPR/Cas9-mediated exon deletion in mice,
biorxiv_doi,10.1101/2025.07.16.665043,A novel biosensor for ferrous iron developed via CoBiSe:A computational method for rapid biosensor design,
published_doi,10.1021/acssensors.5c02481,A novel biosensor for ferrous iron developed via CoBiSe:A computational method for rapid biosensor design,0
biorxiv_doi,10.1101/2025.05.13.652824,RP3Net: a deep learning model for predicting recombinant protein production in Escherichia coli,
published_doi,10.1093/bioinformatics/btag003,RP3Net: a deep learning model for predicting recombinant protein production in Escherichia coli,2
biorxiv_doi,10.1101/2025.10.07.680945,GOFlowLLM - Curating miRNA literature with Large Language Models and flowcharts,
published_doi,10.1093/bioinformatics/btaf683,GOFlowLLM - Curating miRNA literature with Large Language Models and flowcharts,1
biorxiv_doi,10.1101/2024.11.12.623285,Loss of TMEM55B modulates lipid metabolism through dysregulated lipophagy and mitochondrial function,0
published_doi,10.1038/s41419-025-08210-x,Loss of TMEM55B modulates lipid metabolism through dysregulated lipophagy and mitochondrial function,2
biorxiv_doi,10.1101/2025.03.31.645993,Unfolding admixed ancestry and genomic diversity in zoo giraffes,
published_doi,10.1007/s10592-025-01757-4,Unfolding admixed ancestry and genomic diversity in zoo giraffes,0
biorxiv_doi,10.1101/2025.01.17.633524,Impact of meningioma and glioma on whole-brain dynamics,
published_doi,10.1038/s41598-026-35140-1,Impact of meningioma and glioma on whole-brain dynamics,0
biorxiv_doi,10.1101/2022.05.19.492257,Held out wings RNA binding activity in the cytoplasm during early spermatogenesis,0
published_doi,10.1038/s42003-025-09435-4,Held out wings RNA binding activity in the cytoplasm during early spermatogenesis,0
biorxiv_doi,10.1101/2025.11.20.689640,Targeting of human mitochondrial DNA with programmable pAgo nuclease,
published_doi,10.3390/cells15020127,Targeting of human mitochondrial DNA with programmable pAgo nuclease,0
biorxiv_doi,10.1101/2025.07.07.663471,Investigating Age-Related Decline in Sensorimotor Control Using Robotic Tasks,
published_doi,10.3389/fnagi.2025.1673516,Investigating Age-Related Decline in Sensorimotor Control Using Robotic Tasks,0
biorxiv_doi,10.1101/2025.03.02.641053,Molecular characterization and pathogenicity assessment of bacteria causing infectious diseases in cage-farmed fish in the Lake Victoria,0
